ppg,trb,ast,fgp,per,ws,position,shooting_hand,draft,high_school,hof,url,hs_city,hs_state,hs_name,trad_position
3.5,0.3,2.0,38.5,20.0,0.1,Point Guard,Right,"Philadelphia Warriors, 1952 NBA Draft",,0,/players/r/radovmo01.html,,,,Guard
3.6,2.1,0.4,53.0,14.7,1.1,Center,Right,,,0,/players/r/radulmi01.html,,,,Center
0.0,2.0,1.0,0.0,-8.9,-0.1,Small Forward,Right,"Philadelphia Warriors, 4th round (6th pick, 30th overall), 1957 NBA Draft",,0,/players/r/radzira01.html,,,,Forward
1.3,1.5,0.6,26.0,6.1,-0.4,Small Forward,Right,"Rochester Royals, 2nd round (8th pick, 17th overall), 1951 NBA Draft","Washington  in  East Chicago,        Indiana",0,/players/r/ragelra01.html,East Chicago,Indiana,Washington ,Forward
1.5,1.3,1.0,14.3,-3.2,-0.3,Point Guard,Right,,,0,/players/r/raikesh01.html,,,,Guard
3.5,1.5,0.7,42.3,8.2,0.7,Small Forward,Right,"San Antonio Spurs, 2nd round (7th pick, 30th overall), 1981 NBA Draft","Forest  in  Ocala,        Florida",0,/players/r/rainsed01.html,Ocala,Florida,Forest ,Forward
1.9,0.4,0.8,37.9,8.4,0.1,Point Guard,Right,"Minnesota Timberwolves, 2nd round (22nd pick, 51st overall), 2000 NBA Draft",,0,/players/r/rakocig01.html,,,,Guard
5.2,5.6,1.1,53.4,13.1,38.3,Power Forward,Right,"New York Knicks, 3rd round (12th pick, 58th overall), 1980 NBA Draft","Cupertino  in  Cupertino,        California",0,/players/r/rambiku01.html,Cupertino,California,Cupertino ,Forward
1.8,0.7,0.0,50.0,8.2,0.0,Center,Right,"Washington Wizards, 2nd round (3rd pick, 32nd overall), 2004 NBA Draft",,0,/players/r/ramospe01.html,,,,Center
7.9,5.6,0.9,38.3,12.1,0.1,Small Forward,Right,"St. Louis Hawks, 2nd round (7th pick, 13th overall), 1959 NBA Draft","Commerce  in  New York,        New York",0,/players/r/ramseca01.html,New York,New York,Commerce ,Forward
13.4,5.5,1.8,39.9,15.5,49.2,Shooting Guard,Right,"Boston Celtics, 1st round (5th pick, 5th overall), 1953 NBA Draft","Madisonville  in  Madisonville,        Kentucky",1,/players/r/ramsefr01.html,Madisonville,Kentucky,Madisonville ,Guard
1.0,-,0.0,0.0,-,0.0,Point Guard,Right,,"Lanphier  in  Springfield,        Illinois",0,/players/r/ramsera01.html,Springfield,Illinois,Lanphier ,Guard
2.6,1.3,0.4,44.3,11.6,1.0,Power Forward,Right,"Chicago Bulls, 1st round (26th pick, 26th overall), 1991 NBA Draft","Cherry Creek  in  Englewood,        Colorado",0,/players/r/randama01.html,Englewood,Colorado,Cherry Creek ,Forward
5.4,1.2,1.7,41.6,11.0,1.3,Point Guard,Right,,"Rock Island  in  Rock Island,        Illinois",0,/players/r/randlch01.html,Rock Island,Illinois,Rock Island ,Guard
15.4,8.9,2.7,50.2,17.7,17.8,Power Forward,Left,"Los Angeles Lakers, 1st round (7th pick, 7th overall), 2014 NBA Draft","Prestonwood Christian  in  Plano,        Texas",0,/players/r/randlju01.html,Plano,Texas,Prestonwood Christian ,Forward
7.1,4.3,0.7,45.3,16.5,5.8,Center,Left,"Golden State Warriors, 1st round (14th pick, 14th overall), 2008 NBA Draft","Woodrow Wilson  in  Dallas,        Texas",0,/players/r/randoan01.html,Dallas,Texas,Woodrow Wilson ,Center
2.3,2.5,0.2,44.9,12.6,2.2,Power Forward,Right,,"Broughton  in  Raleigh,        North Carolina",0,/players/r/randosh01.html,Raleigh,North Carolina,Broughton ,Forward
16.6,9.1,1.8,47.1,19.3,81.1,Power Forward,Left,"Portland Trail Blazers, 1st round (19th pick, 19th overall), 2001 NBA Draft","Marion  in  Marion,        Indiana",0,/players/r/randoza01.html,Marion,Indiana,Marion ,Forward
2.2,1.2,0.7,36.8,4.0,-0.4,Small Forward,Right,"San Diego Clippers, 5th round (7th pick, 99th overall), 1980 NBA Draft","Carson  in  Carson,        California",0,/players/r/rankwa01.html,Carson,California,Carson ,Forward
11.4,1.9,5.2,45.4,14.8,17.9,Point Guard,Right,"Chicago Bulls, 1st round (4th pick, 4th overall), 1980 NBA Draft","Macomber  in  Toledo,        Ohio",0,/players/r/ranseke01.html,Toledo,Ohio,Macomber ,Guard
2.2,1.0,0.6,33.3,9.5,0.2,Shooting Guard,Right,"Rochester Royals, 1st round (8th pick, 8th overall), 1951 NBA Draft","Emerson  in  Gary,        Indiana",0,/players/r/ranzisa01.html,Gary,Indiana,Emerson ,Guard
7.7,2.8,1.3,42.4,13.6,5.9,Shooting Guard,Right,"New York Knicks, 3rd round (2nd pick, 18th overall), 1962 NBA Draft","Daviess County  in  Owensboro,        Kentucky",0,/players/r/rascobo01.html,Owensboro,Kentucky,Daviess County ,Guard
9.6,5.7,0.9,47.2,13.3,19.0,Center,Right,"Denver Nuggets, 1st round (15th pick, 15th overall), 1985 NBA Draft","Auburn  in  Auburn,        Washington",0,/players/r/rasmubl01.html,Auburn,Washington,Auburn ,Center
5.8,1.0,3.6,28.6,0.9,-0.4,Shooting Guard,Right,,"Huntington Prep  in  Huntington,        West Virginia",0,/players/r/rathaxa01.html,Huntington,West Virginia,Huntington Prep ,Guard
9.2,6.9,2.3,37.2,15.0,28.6,Power Forward,Right,,,0,/players/r/ratkoge01.html,,,,Forward
8.3,4.0,2.7,45.4,13.3,13.8,Small Forward,Right,"Houston Rockets, 1st round (6th pick, 6th overall), 1973 NBA Draft","East  in  Columbus,        Ohio",0,/players/r/ratleed01.html,Columbus,Ohio,East ,Forward
4.0,3.2,0.6,41.7,10.2,-0.2,Center,Right,"Kansas City-Omaha Kings, 2nd round (15th pick, 28th overall), 1972 NBA Draft",,0,/players/r/ratlimi01.html,,,,Center
7.2,5.7,0.6,49.6,14.3,47.9,Center,Right,"Detroit Pistons, 1st round (18th pick, 18th overall), 1995 NBA Draft","Demopolis  in  Demopolis,        Alabama",0,/players/r/ratlith01.html,Demopolis,Alabama,Demopolis ,Center
1.6,0.2,0.6,42.9,-1.2,-0.2,Shooting Guard,Right,"New York Knicks, 2nd round (8th pick, 38th overall), 2010 NBA Draft","Jamesville-DeWitt  in  DeWitt,        New York",0,/players/r/rautian01.html,DeWitt,New York,Jamesville-DeWitt ,Guard
1.5,1.1,1.0,35.0,5.8,-0.1,Small Forward,Left,"Philadelphia 76ers, 1st round (17th pick, 17th overall), 1983 NBA Draft","Saint Michael's College School  in  Toronto,      Canada  ",0,/players/r/rautile01.html,Toronto,Canada,Saint Michael's College School ,Forward
6.2,1.5,0.9,38.6,10.0,0.6,Shooting Guard,Right,,"St. Raymond  in  Bronx,        New York",0,/players/r/rayal01.html,Bronx,New York,St. Raymond ,Guard
7.4,8.9,2.2,52.4,14.4,56.7,Center,Right,"Chicago Bulls, 3rd round (5th pick, 40th overall), 1971 NBA Draft","Sims  in  Union,        South Carolina",0,/players/r/raycl01.html,Union,South Carolina,Sims ,Center
6.0,-,1.0,32.3,-,1.3,Power Forward,Right,"Philadelphia Warriors, 1st round (11th pick, 11th overall), 1948 BAA Draft",,0,/players/r/raydo01.html,,,,Forward
3.2,2.2,0.7,42.8,10.0,-0.3,Power Forward,Right,"Denver Nuggets, 1st round (5th pick, 5th overall), 1980 NBA Draft","Landry  in  New Orleans,        Louisiana",0,/players/r/rayja01.html,New Orleans,Louisiana,Landry ,Forward
1.1,0.6,0.6,17.6,0.0,-0.2,Point Guard,Right,"Syracuse Nationals, 1956 NBA Draft",,0,/players/r/rayji01.html,,,,Guard
11.1,3.0,2.7,38.1,10.7,4.8,Point Guard,Right,"Cincinnati Royals, 3rd round (5th pick, 22nd overall), 1963 NBA Draft","Kokomo  in  Kokomo,        Indiana",0,/players/r/raylji01.html,Kokomo,Indiana,Kokomo ,Guard
6.9,6.3,1.4,45.2,10.9,7.5,Center,Right,"Philadelphia 76ers, 1st round (12th pick, 12th overall), 1967 NBA Draft","Hudson's Bay  in  Vancouver,        Washington",0,/players/r/raymocr01.html,Vancouver,Washington,Hudson's Bay ,Center
1.2,1.6,0.8,20.9,4.4,-0.6,Point Guard,Right,"Baltimore Bullets, 1953 NBA Draft",,0,/players/r/reaco01.html,,,,Guard
4.2,2.8,0.4,44.4,9.5,-0.1,Small Forward,Right,"Phoenix Suns, 3rd round (7th pick, 42nd overall), 1973 NBA Draft",,0,/players/r/reavejo01.html,,,,Forward
5.9,3.2,0.4,52.7,14.1,8.3,Center,Right,"Seattle SuperSonics, 2nd round (27th pick, 54th overall), 1994 NBA Draft",,0,/players/r/rebraze01.html,,,,Center
5.9,1.8,1.8,42.6,11.7,8.8,Shooting Guard,Right,,"Alfred Lawless  in  New Orleans,        Louisiana",0,/players/r/recasel01.html,New Orleans,Louisiana,Alfred Lawless ,Guard
19.0,3.8,2.1,44.7,19.5,55.9,Shooting Guard,Left,"Milwaukee Bucks, 2nd round (14th pick, 43rd overall), 2000 NBA Draft","West  in  Columbus,        Ohio",0,/players/r/reddmi01.html,Columbus,Ohio,West ,Guard
1.9,1.3,0.0,83.3,42.5,0.3,Small Forward,Right,"Rochester Royals, 1953 NBA Draft",,0,/players/r/reddofr01.html,,,,Forward
12.9,2.0,2.0,44.8,15.0,58.9,Shooting Guard,Right,"Orlando Magic, 1st round (11th pick, 11th overall), 2006 NBA Draft","Cave Spring  in  Roanoke,        Virginia",0,/players/r/redicjj01.html,Roanoke,Virginia,Cave Spring ,Guard
6.5,2.1,1.0,42.3,11.0,0.6,Shooting Guard,Right,"Golden State Warriors, 3rd round (16th pick, 60th overall), 1977 NBA Draft","Balboa  in  San Francisco,        California",0,/players/r/redmoma01.html,San Francisco,California,Balboa ,Guard
2.4,1.5,0.5,30.7,5.3,-0.2,Shooting Guard,Right,"Phoenix Suns, 2nd round (2nd pick, 32nd overall), 2017 NBA Draft","Princeton Day School  in  Princeton,        New Jersey",0,/players/r/reedda01.html,Princeton,New Jersey,Princeton Day School ,Guard
5.5,5.1,0.8,43.6,10.5,9.3,Power Forward,Right,"St. Louis Hawks, 2nd round (7th pick, 14th overall), 1958 NBA Draft","Capitol Hill  in  Oklahoma City,        Oklahoma",0,/players/r/reedhu01.html,Oklahoma City,Oklahoma,Capitol Hill ,Forward
3.5,1.4,0.5,40.4,8.0,0.5,Small Forward,Right,"Boston Celtics, 2nd round (11th pick, 40th overall), 2004 NBA Draft","Provine  in  Jackson,        Mississippi",0,/players/r/reedju01.html,Jackson,Mississippi,Provine ,Forward
8.0,6.4,1.5,36.4,11.9,-1.0,Power Forward,Right,"Detroit Pistons, 3rd round (3rd pick, 20th overall), 1965 NBA Draft","LaPorte  in  LaPorte,        Indiana",0,/players/r/reedro01.html,LaPorte,Indiana,LaPorte ,Forward
4.9,3.8,0.3,59.2,18.0,6.3,Center,Right,,"Bishop Miege  in  Roeland Park,        Kansas",0,/players/r/reedwi02.html,Roeland Park,Kansas,Bishop Miege ,Center
18.7,12.9,1.8,47.6,18.6,74.9,Center,Left,"New York Knicks, 2nd round (1st pick, 8th overall), 1964 NBA Draft","West Side  in  Lillie,        Louisiana",1,/players/r/reedwi01.html,Lillie,Louisiana,West Side ,Center
12.5,6.9,1.6,47.5,13.8,13.0,Center,Right,"Vancouver Grizzlies, 1st round (6th pick, 6th overall), 1995 NBA Draft","Gans  in  Gans,        Oklahoma",0,/players/r/reevebr01.html,Gans,Oklahoma,Gans ,Center
7.8,2.1,3.2,41.6,13.1,8.4,Point Guard,Right,"Miami Heat, 1st round (12th pick, 12th overall), 1994 NBA Draft","Christ the King  in  Middle Village,        New York",0,/players/r/reevekh01.html,Middle Village,New York,Christ the King ,Guard
8.3,2.6,2.9,34.4,9.4,3.5,Point Guard,Right,"Rochester Royals, 1st round (4th pick, 4th overall), 1953 NBA Draft","West Side  in  Newark,        New Jersey",0,/players/r/reganri01.html,Newark,New Jersey,West Side ,Guard
7.1,5.0,1.2,37.0,15.6,3.5,Small Forward,Left,"Baltimore Bullets, 1st round (2nd pick, 2nd overall), 1950 NBA Draft","Amundsen  in  Chicago,        Illinois",0,/players/r/rehfedo01.html,Chicago,Illinois,Amundsen ,Forward
3.2,1.0,1.2,45.4,6.2,-0.6,Shooting Guard,Right,"Indiana Pacers, 5th round (10th pick, 98th overall), 1979 NBA Draft, and Golden State Warriors, 9th round (3rd pick, 182nd overall), 1980 NBA Draft","DeWitt Clinton  in  Bronx,        New York",0,/players/r/reidbi01.html,Bronx,New York,DeWitt Clinton ,Guard
3.6,2.9,0.4,53.0,11.8,13.7,Power Forward,Right,"Detroit Pistons, 2nd round (29th pick, 58th overall), 1995 NBA Draft","Largo  in  Largo,        Maryland",0,/players/r/reiddo01.html,Largo,Maryland,Largo ,Forward
8.5,5.0,1.0,47.2,11.9,22.5,Center,Right,"Charlotte Hornets, 1st round (5th pick, 5th overall), 1989 NBA Draft","Kempsville  in  Virginia Beach,        Virginia",0,/players/r/reidjr01.html,Virginia Beach,Virginia,Kempsville ,Center
3.5,1.8,0.5,50.0,10.6,0.1,Small Forward,Right,"Philadelphia 76ers, 5th round (10th pick, 53rd overall), 1967 NBA Draft",,0,/players/r/reidji01.html,,,,Forward
11.4,4.5,2.7,45.8,13.1,40.3,Shooting Guard,Right,"Houston Rockets, 2nd round (18th pick, 40th overall), 1977 NBA Draft","Samuel Clemens  in  Schertz,        Texas",0,/players/r/reidro01.html,Schertz,Texas,Samuel Clemens ,Guard
1.6,0.4,0.0,80.0,17.6,0.1,Power Forward,Right,"Indiana Pacers, 2nd round (27th pick, 57th overall), 2010 NBA Draft","Boyd Anderson  in  Lauderdale Lakes,        Florida",0,/players/r/reidry01.html,Lauderdale Lakes,Florida,Boyd Anderson ,Forward
1.2,2.4,0.3,34.2,3.9,-0.2,Center,Right,,"Tripp-Delmont  in  Tripp,        South Dakota",0,/players/r/reineja01.html,Tripp,South Dakota,Tripp-Delmont ,Center
10.4,-,2.0,32.1,-,13.2,Point Guard,Right,"Baltimore Bullets, 1947 BAA Draft","Stuyvesant  in  New York,        New York",0,/players/r/reisech01.html,New York,New York,Stuyvesant ,Guard
4.0,1.8,0.3,62.5,11.6,0.0,Small Forward,Right,"Indiana Pacers, 5th round (2nd pick, 95th overall), 1986 NBA Draft","Suncoast  in  Riviera Beach,        Florida",0,/players/r/rellfri01.html,Riviera Beach,Florida,Suncoast ,Forward
2.9,1.2,1.5,33.0,6.5,-0.2,Point Guard,Right,"Washington Bullets, 2nd round (3rd pick, 32nd overall), 1995 NBA Draft","St. Raymond  in  Bronx,        New York",0,/players/r/renchte01.html,Bronx,New York,St. Raymond ,Guard
1.8,1.5,0.2,22.2,-1.3,-0.2,Point Guard,Right,"Tri-Cities Blackhawks, 6th round (2nd pick, 51st overall), 1951 NBA Draft","East Aurora  in  Aurora,        Illinois",0,/players/r/rennijo01.html,Aurora,Illinois,East Aurora ,Guard
0.0,-,0.0,0.0,-,-0.1,Small Forward,Right,,"Nappanee  in  Nappanee,        Indiana",0,/players/r/rensbro01.html,Nappanee,Indiana,Nappanee ,Forward
1.5,0.7,0.2,33.9,10.6,0.2,Center,Right,"Denver Nuggets, 1st round (23rd pick, 23rd overall), 1996 NBA Draft",,0,/players/r/rentzef01.html,,,,Center
4.9,1.3,1.0,41.4,11.6,2.1,Shooting Guard,Right,"Portland Trail Blazers, 1st round (8th pick, 8th overall), 1995 NBA Draft","Bishop Borgess  in  Detroit,        Michigan",0,/players/r/respesh01.html,Detroit,Michigan,Bishop Borgess ,Guard
6.2,4.0,1.4,48.6,11.6,14.8,Small Forward,Right,"Cleveland Cavaliers, 3rd round (3rd pick, 39th overall), 1974 NBA Draft","Riordan  in  San Francisco,        California",0,/players/r/restake01.html,San Francisco,California,Riordan ,Forward
5.0,1.6,0.7,42.3,10.4,0.4,Shooting Guard,Left,,"Pearland HS  in  Pearland,        Texas",0,/players/r/reynoca01.html,Pearland,Texas,Pearland HS ,Guard
2.1,1.4,1.2,42.1,18.8,0.1,Point Guard,Right,"Detroit Pistons, 9th round (4th pick, 117th overall), 1969 NBA Draft",,0,/players/r/reynoge01.html,,,,Guard
9.1,3.0,2.0,41.8,15.0,10.5,Small Forward,Right,"Milwaukee Bucks, 1st round (22nd pick, 22nd overall), 1985 NBA Draft","Alexander Hamilton  in  Brooklyn,        New York",0,/players/r/reynoje01.html,Brooklyn,New York,Alexander Hamilton ,Forward
6.3,8.3,1.4,38.8,11.8,1.8,Center,Right,"St. Louis Hawks, 8th round (6th pick, 67th overall), 1964 NBA Draft",,0,/players/r/rhineke01.html,,,,Center
5.2,1.5,1.4,31.9,11.2,0.9,Shooting Guard,Right,"Indianapolis Olympians, 1952 NBA Draft","Male  in  Louisville,        Kentucky",0,/players/r/rhodege01.html,Louisville,Kentucky,Male ,Guard
5.3,1.2,1.7,34.7,6.7,-1.6,Small Forward,Right,"Houston Rockets, 1st round (24th pick, 24th overall), 1997 NBA Draft","Saint Anthony's  in  Jersey City,        New Jersey",0,/players/r/rhodero01.html,Jersey City,New Jersey,Saint Anthony's ,Forward
18.3,4.4,2.1,45.6,16.2,88.7,Small Forward,Right,"Miami Heat, 1st round (4th pick, 4th overall), 1989 NBA Draft","Flint Northwestern  in  Flint,        Michigan",0,/players/r/ricegl01.html,Flint,Michigan,Flint Northwestern ,Forward
2.7,1.5,0.6,26.9,3.8,-0.2,Shooting Guard,Right,"Philadelphia 76ers, 2nd round (5th pick, 35th overall), 2013 NBA Draft","Walton  in  Marietta,        Georgia",0,/players/r/ricegl02.html,Marietta,Georgia,Walton ,Guard
1.9,2.8,0.4,48.3,7.5,0.7,Power Forward,Right,"Minnesota Timberwolves, 2nd round (11th pick, 41st overall), 2007 NBA Draft","Kathleen  in  Lakeland,        Florida",0,/players/r/richach01.html,Lakeland,Florida,Kathleen ,Forward
7.0,2.4,2.5,46.3,11.1,16.6,Shooting Guard,Right,"Philadelphia 76ers, 2nd round (14th pick, 36th overall), 1979 NBA Draft","O'Dea  in  Seattle,        Washington",0,/players/r/richacl01.html,Seattle,Washington,O'Dea ,Guard
17.1,5.0,2.7,43.8,16.3,59.1,Shooting Guard,Right,"Golden State Warriors, 1st round (5th pick, 5th overall), 2001 NBA Draft","Arthur Hill  in  Saginaw,        Michigan",0,/players/r/richaja01.html,Saginaw,Michigan,Arthur Hill ,Guard
1.9,0.6,0.1,33.3,4.5,-0.3,Shooting Guard,Right,,"Zachary  in  Zachary,        Louisiana",0,/players/r/richaje01.html,Zachary,Louisiana,Zachary ,Guard
12.1,3.2,2.9,42.5,12.8,15.7,Shooting Guard,Right,"Miami Heat, 2nd round (10th pick, 40th overall), 2015 NBA Draft","Santa Fe  in  Edmond,        Oklahoma",0,/players/r/richajo01.html,Edmond,Oklahoma,Santa Fe ,Guard
2.8,1.0,0.3,35.8,6.2,-0.1,Shooting Guard,Right,"Charlotte Hornets, 1st round (22nd pick, 22nd overall), 2016 NBA Draft","Trenton Catholic Academy  in  Trenton,        New Jersey",0,/players/r/richama01.html,Trenton,New Jersey,Trenton Catholic Academy ,Guard
14.8,5.5,7.0,45.7,16.9,35.2,Shooting Guard,Right,"New York Knicks, 1st round (4th pick, 4th overall), 1978 NBA Draft","Manual  in  Denver,        Colorado",0,/players/r/richami01.html,Denver,Colorado,Manual ,Guard
2.7,0.7,0.2,38.5,10.3,0.0,Shooting Guard,Right,,"William E. Grady Career and Technical  in  Brooklyn,        New York",0,/players/r/richano01.html,Brooklyn,New York,William E. Grady Career and Technical ,Guard
11.1,2.8,6.5,44.4,14.9,26.7,Point Guard,Right,"Minnesota Timberwolves, 1st round (10th pick, 10th overall), 1989 NBA Draft","Benjamin Franklin  in  Philadelphia,        Pennsylvania",0,/players/r/richapo01.html,Philadelphia,Pennsylvania,Benjamin Franklin ,Guard
10.3,4.7,1.5,39.7,12.9,32.8,Shooting Guard,Right,"Los Angeles Clippers, 1st round (18th pick, 18th overall), 2000 NBA Draft","Whitney Young  in  Chicago,        Illinois",0,/players/r/richaqu01.html,Chicago,Illinois,Whitney Young ,Guard
21.0,3.9,3.5,45.5,17.6,79.3,Shooting Guard,Right,"Golden State Warriors, 1st round (5th pick, 5th overall), 1988 NBA Draft","Boyd Anderson  in  Fort Lauderdale,        Florida",1,/players/r/richmmi01.html,Fort Lauderdale,Florida,Boyd Anderson ,Guard
4.3,4.7,0.4,34.0,8.1,0.4,Center,Right,"Boston Celtics, 1st round (6th pick, 6th overall), 1959 NBA Draft","Frankford  in  Philadelphia,        Pennsylvania",0,/players/r/richtjo01.html,Philadelphia,Pennsylvania,Frankford ,Center
9.3,6.3,2.1,32.8,9.6,2.1,Center,Right,"St. Louis Hawks, 1st round (1st pick, 1st overall), 1955 NBA Draft","Pottstown  in  Pottstown,        Pennsylvania",0,/players/r/rickedi01.html,Pottstown,Pennsylvania,Pottstown ,Center
16.7,3.8,2.7,44.3,14.7,22.8,Shooting Guard,Right,"Minnesota Timberwolves, 1st round (5th pick, 5th overall), 1993 NBA Draft","Encinal  in  Alameda,        California",0,/players/r/rideris01.html,Alameda,California,Encinal ,Guard
1.8,0.5,0.2,43.2,13.7,0.2,Shooting Guard,Right,"Cleveland Cavaliers, 3rd round (6th pick, 41st overall), 1971 NBA Draft","Martin  in  Altheimer,        Arkansas",0,/players/r/ridglja01.html,Altheimer,Arkansas,Martin ,Guard
9.3,2.3,4.5,43.1,13.9,36.0,Point Guard,Right,"Seattle SuperSonics, 1st round (14th pick, 14th overall), 2003 NBA Draft","Blaine  in  Blaine,        Washington",0,/players/r/ridnolu01.html,Blaine,Washington,Blaine ,Guard
10.8,-,1.5,30.4,-,6.5,Point Guard,Right,,"Euclid  in  Cleveland,        Ohio",0,/players/r/riebeme01.html,Cleveland,Ohio,Euclid ,Guard
5.7,3.0,0.2,34.9,9.1,0.0,Power Forward,Right,"Baltimore Bullets, 6th round (1st pick, 56th overall), 1967 NBA Draft",,0,/players/r/riedybo01.html,,,,Forward
4.3,1.7,0.5,35.1,-,0.2,Small Forward,Right,"Fort Wayne Pistons, 2nd round, 1950 NBA Draft","Washington  in  Washington,        Indiana",0,/players/r/riffeji01.html,Washington,Indiana,Washington ,Forward
1.5,0.7,0.5,22.9,-2.4,-0.4,Shooting Guard,Right,,,0,/players/r/rigauan01.html,,,,Guard
2.7,1.7,0.3,38.0,10.9,0.4,Center,Right,"New York Knicks, 1st round (8th pick, 8th overall), 1972 NBA Draft","Saint Dominic  in  Oyster Bay,        New York",0,/players/r/rikerto01.html,Oyster Bay,New York,Saint Dominic ,Center
1.9,1.7,0.1,44.4,10.9,0.0,Small Forward,Right,"Atlanta Hawks, 5th round (14th pick, 82nd overall), 1970 NBA Draft",,0,/players/r/rileybo01.html,,,,Forward
3.1,2.6,0.3,45.6,12.5,2.5,Center,Right,"Dallas Mavericks, 2nd round (6th pick, 33rd overall), 1993 NBA Draft","St. Joseph  in  Cleveland,        Ohio",0,/players/r/rileyer01.html,Cleveland,Ohio,St. Joseph ,Center
7.4,1.6,1.7,41.4,11.3,4.5,Small Forward,Right,"San Diego Rockets, 1st round (7th pick, 7th overall), 1967 NBA Draft","Linton  in  Schenectady,        New York",0,/players/r/rileypa01.html,Schenectady,New York,Linton ,Forward
5.8,5.2,1.2,41.9,11.3,2.5,Power Forward,Right,"Kansas City-Omaha Kings, 3rd round (8th pick, 38th overall), 1972 NBA Draft","Jordan  in  Los Angeles,        California",0,/players/r/rileyro01.html,Los Angeles,California,Jordan ,Forward
4.8,1.2,0.9,38.9,11.5,0.3,Shooting Guard,Right,"Baltimore Bullets, 3rd round (8th pick, 43rd overall), 1971 NBA Draft",,0,/players/r/rinalri01.html,,,,Guard
9.9,2.9,2.4,47.0,12.3,33.2,Small Forward,Left,"New York Knicks, 12th round (5th pick, 128th overall), 1967 NBA Draft","Holy Cross  in  Flushing,        New York",0,/players/r/riordmi01.html,Flushing,New York,Holy Cross ,Forward
12.0,9.7,1.7,38.1,16.6,56.0,Center,Right,,"Williamstown  in  Williamstown,        Kentucky",1,/players/r/risenar01.html,Williamstown,Kentucky,Williamstown ,Center
5.2,1.9,1.0,34.8,-,5.7,Point Guard,Right,"New York Knicks, 1948 BAA Draft",,0,/players/r/rittete01.html,,,,Guard
1.4,0.9,0.1,38.7,9.3,0.0,Center,Right,,"Pedro Albizu  in  Carolina,      Puerto Rico  ",0,/players/r/rivasra01.html,Carolina,Puerto Rico,Pedro Albizu ,Center
9.2,2.0,2.4,41.7,10.2,9.1,Shooting Guard,Right,"New Orleans Hornets, 1st round (10th pick, 10th overall), 2012 NBA Draft","Winter Park  in  Winter Park,        Florida",0,/players/r/riverau01.html,Winter Park,Florida,Winter Park ,Guard
3.4,1.3,2.5,39.8,9.7,-0.3,Point Guard,Right,"Los Angeles Lakers, 1st round (25th pick, 25th overall), 1988 NBA Draft","Saint Anthony's  in  Jersey City,        New Jersey",0,/players/r/riverda01.html,Jersey City,New Jersey,Saint Anthony's ,Guard
10.9,3.0,5.7,44.4,16.6,68.2,Point Guard,Right,"Atlanta Hawks, 2nd round (7th pick, 31st overall), 1983 NBA Draft","Proviso East  in  Maywood,        Illinois",0,/players/r/riverdo01.html,Maywood,Illinois,Proviso East ,Guard
4.8,-,0.4,28.4,-,0.2,Small Forward,Right,,"Greeley  in  Greeley,        Colorado",0,/players/r/robbile01.html,Greeley,Colorado,Greeley ,Forward
13.1,10.5,1.7,46.6,18.0,50.4,Center,Right,"Philadelphia 76ers, 6th round (9th pick, 59th overall), 1966 NBA Draft","Groveland  in  Groveland,        Florida",0,/players/r/robbire01.html,Groveland,Florida,Groveland ,Center
4.6,4.0,0.9,48.2,9.8,12.7,Small Forward,Right,"Minnesota Timberwolves, 1st round (26th pick, 26th overall), 2013 NBA Draft","Wagner  in  San Antonio,        Texas",0,/players/r/roberan03.html,San Antonio,Texas,Wagner ,Forward
4.1,0.8,0.5,40.0,11.5,0.5,Point Guard,Right,,"Saginaw  in  Saginaw,        Michigan",0,/players/r/roberan02.html,Saginaw,Michigan,Saginaw ,Guard
9.0,8.3,1.4,44.0,13.2,14.6,Center,Right,"Los Angeles Lakers, 1st round (15th pick, 15th overall), 1969 NBA Draft","Mitchell  in  Memphis,        Tennessee",0,/players/r/roberri01.html,Memphis,Tennessee,Mitchell ,Center
0.0,0.3,0.3,0.0,-15.0,-0.1,Small Forward,Right,,"Buena Vista  in  Saginaw,        Michigan",0,/players/r/roberte01.html,Saginaw,Michigan,Buena Vista ,Forward
7.8,3.9,1.2,41.2,10.7,3.3,Small Forward,Right,"Denver Nuggets, 1st round (21st pick, 21st overall), 1977 NBA Draft","Riverside  in  Chattanooga,        Tennessee",0,/players/r/roberan01.html,Chattanooga,Tennessee,Riverside ,Forward
3.5,-,0.6,33.9,-,0.9,Center,Right,,,0,/players/r/roberbi01.html,,,,Center
6.6,1.3,2.3,41.1,13.0,7.4,Point Guard,Right,,"Saint John's  in  Toledo,        Ohio",0,/players/r/roberbr01.html,Toledo,Ohio,Saint John's ,Guard
7.3,2.8,1.2,50.2,12.6,26.2,Power Forward,Right,"Milwaukee Bucks, 2nd round (4th pick, 27th overall), 1982 NBA Draft","Bingham  in  South Jordan,        Utah",0,/players/r/roberfr01.html,South Jordan,Utah,Bingham ,Forward
5.8,4.9,0.6,38.1,9.6,2.4,Power Forward,Right,"Syracuse Nationals, 3rd round (5th pick, 21st overall), 1960 NBA Draft","East  in  Columbus,        Ohio",0,/players/r/roberjo01.html,Columbus,Ohio,East ,Forward
3.8,3.6,0.4,45.2,13.5,2.5,Center,Right,"Seattle SuperSonics, 2nd round (25th pick, 55th overall), 2005 NBA Draft","Lamar  in  Houston,        Texas",0,/players/r/roberla01.html,Houston,Texas,Lamar ,Center
